State	Organization	URL	Status	Title	MetaDescription	H1s	PrimaryNavCTAs	DonateURL	VolunteerURL	LandownerURL	EmailCapture	Socials	CMSHints	AnalyticsHints	Facebook	Instagram	YouTube	LinkedIn
New Mexico	Taos Land Trust	https://taoslandtrust.org	200	Taos Land Trust – Taos, New Mexico	Taos, New Mexico		home|Donate|Who We Are|Our Story|Board of Directors|Our Team|Our Partners & Friends|What We Do|Conservation Easements|Conservation Heroes	https://taoslandtrust.org/ways-to-give/	https://taoslandtrust.org/volunteer/	https://taoslandtrust.org/portfolio/conservation-easement-landowners-john-and-rebecca-hall-continuing-a-legacy-of-land-conservation/	No	"{""instagram"": ""https://www.instagram.com/taoslandtrust/"", ""facebook"": ""https://www.facebook.com/TaosLandTrust/timeline/"", ""twitter"": ""https://twitter.com/TaosLandTrust"", ""youtube"": ""https://www.youtube.com/channel/UCpWuhv9Hf28lKSQ6MlhKyRw?view_as=subscriber""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/TaosLandTrust/timeline/	https://www.instagram.com/taoslandtrust/	https://www.youtube.com/channel/UCpWuhv9Hf28lKSQ6MlhKyRw?view_as=subscriber	
New York	Adirondack Land Trust	https://adirondacklandtrust.org	200	HOME - Adirondack Land Trust	Conservation of forests, farmlands, waters and wild places. Advancing the quality of life of the Adirondacks.		|ABOUT US|MISSION & VALUES|STRATEGIC PLAN|BOARD OF DIRECTORS|STAFF|NEXT GENERATION COUNCIL|CAREERS|CONTACT|EXPLORE	https://adirondacklandtrust.org		https://adirondacklandtrust.org	No	"{""facebook"": ""https://www.facebook.com/adklandtrust"", ""twitter"": ""https://twitter.com/AdkLandTrust"", ""instagram"": ""https://www.instagram.com/adirondacklandtrust/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/adklandtrust	https://www.instagram.com/adirondacklandtrust/		
New York	Agricultural Stewardship Association	https://www.agstewardship.org	200	Helping Landowners Conserve Farmland in the Upper Hudson Valley - Agricultural Stewardship Association - Greenwich, NY	The Agricultural Stewardship Association (ASA) is a community-supported land conservancy dedicated to protecting our local farmland and forests from encroaching development.		Home|Overview|FAQs - How ASA Works|Our Team|Join Our Team|Overview|Map of Conserved Properties (GIS)|Conservation Options|Stewardship|Combating Climate Change	https://www.agstewardship.org/get-involved/	https://www.agstewardship.org/get-involved	https://www.agstewardship.org/land-conservation/conservation-options.cfm	Yes	"{""facebook"": ""https://www.facebook.com/Agstewardship/"", ""twitter"": ""https://twitter.com/ASAFarmland"", ""instagram"": ""https://www.instagram.com/AgStewardshipAssociation/"", ""youtube"": ""https://www.youtube.com/channel/UCtT3P5UOumMEQdOztTLCxtw""}"		Google Analytics/Tag Manager	https://www.facebook.com/Agstewardship/	https://www.instagram.com/AgStewardshipAssociation/	https://www.youtube.com/channel/UCtT3P5UOumMEQdOztTLCxtw	
New York	Catskill Center for Conservation and Development	https://catskillcenter.org	200	Catskill Center	"The Catskill Center protects and fosters the environmental, cultural and 
economic well being of the Catskill Region. We believe that Conservation 
creates opportunity."	Protecting the Catskills now and for future generations, through advocacy, visitor education, land protection, and community engagement since 1969|The Catskills blog|NEWS	News|Blog|Store|Events|Contact|Volunteer|Legacy Giving|Support	https://catskillcenter.org/donate	https://catskillcenter.org/volunteer		Yes	"{""facebook"": ""https://www.facebook.com/CatskillCenter"", ""instagram"": ""http://instagram.com/catskillcenter"", ""twitter"": ""http://twitter.com/catskillcenter"", ""linkedin"": ""http://www.linkedin.com/organization/10337128""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/CatskillCenter	http://instagram.com/catskillcenter		http://www.linkedin.com/organization/10337128
New York	Cazenovia Preservation Foundation	https://www.cazpreservation.org	200	Cazenovia Preservation Foundation		14 miles|3,800 acres|58 years	Conservation|Our Work|Land Conservation|Historic Preservation|Beyond Rooftop Solar|Why Cazenovia|Recreation|Public Trails|Winter Trails|Fenner Conservation Pond	https://www.cazpreservation.org/donate	https://www.cazpreservation.org/volunteer		No	"{""facebook"": ""https://www.facebook.com/CazPreservation"", ""youtube"": ""https://www.youtube.com/@cpfstaff9877"", ""instagram"": ""https://www.instagram.com/cazpreservation/""}"	Squarespace		https://www.facebook.com/CazPreservation	https://www.instagram.com/cazpreservation/	https://www.youtube.com/@cpfstaff9877	
New York	Champlain Area Trails	https://champlainareatrails.com	200	"Champlain Area Trails | 
    Home"			|Home|Grand Hike|Event & Registration|News|About|History|Our Staff|Board of Directors|Annual Reports	https://interland3.donorperfect.net/weblink/WebLink.aspx?name=E351051&id=1	https://champlainareatrails.com/programs-and-events/volunteer		No	"{""facebook"": ""https://www.facebook.com/champlainareatrails"", ""linkedin"": ""https://www.linkedin.com/company/champlain-area-trails-inc/"", ""instagram"": ""https://www.instagram.com/champlainareatrails/?hl=en""}"		Google Analytics/Tag Manager	https://www.facebook.com/champlainareatrails	https://www.instagram.com/champlainareatrails/?hl=en		https://www.linkedin.com/company/champlain-area-trails-inc/
New York	Columbia Land Conservancy	https://columbialand.org/	200	Columbia Land Conservancy - Columbia Land Conservancy	The Columbia Land Conservancy brings people together to conserve, appreciate, and enjoy land.	take a|hike|Questions?	About|Diversity, equity, and inclusion|Financials|Frequently asked questions|Land acknowledgment|Staff and members of board of trustees|Strategic plan|News|Events|Get involved	https://columbialand.org/give	https://columbialand.org/get-involved/volunteering/	https://columbialand.org/get-involved/conservation-options/	No	"{""facebook"": ""https://www.facebook.com/ColumbiaLandConservancy/"", ""instagram"": ""https://www.instagram.com/columbialand/"", ""linkedin"": ""https://www.linkedin.com/company/2667837/"", ""youtube"": ""https://www.youtube.com/channel/UC6oB_9H7oD3wUHxAn9d9WSA""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/ColumbiaLandConservancy/	https://www.instagram.com/columbialand/	https://www.youtube.com/channel/UC6oB_9H7oD3wUHxAn9d9WSA	https://www.linkedin.com/company/2667837/
New York	Dutchess Land Conservancy	https://www.dutchessland.org/	200	Dutchess Land Conservancy			Protect Land|Become a Land Conserver|Benefits of Conservation|Stewardship|Success Stories|Scenic Views|Working Farmland|Water Sources|Public Places|Profiles in Conservation	https://www.dutchessland.org/support-dlc/make-a-gift/support-our-work			No	"{""facebook"": ""https://www.facebook.com/DutchessLandConservancy"", ""youtube"": ""https://www.youtube.com/channel/UCxw-6stGL72SKpAMGYfxNXQ"", ""instagram"": ""https://www.instagram.com/dutchesslandconservancy/""}"		Google Analytics/Tag Manager	https://www.facebook.com/DutchessLandConservancy	https://www.instagram.com/dutchesslandconservancy/	https://www.youtube.com/channel/UCxw-6stGL72SKpAMGYfxNXQ	
New York	Finger Lakes Land Trust	https://www.fllt.org	200	Finger Lakes Land Trust		Conserved Forever.|PROTECT WATER|Go for a hike!	Home|About FLLT|Make a Gift to FLLT|Support Our Work|Protect Your Land|Protect the Waters|Find a Nature Preserve|Learn the Land|Visit “Go Finger Lakes”	https://www.fllt.org/give	https://www.fllt.org/savemoreland/volunteer-with-fllt/	https://www.fllt.org/savemoreland/protectyourland/	Yes	"{""facebook"": ""https://www.facebook.com/FingerLakesLandTrust"", ""instagram"": ""https://www.instagram.com/fingerlakeslandtrust/"", ""twitter"": ""https://twitter.com/FLLandTrust""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/FingerLakesLandTrust	https://www.instagram.com/fingerlakeslandtrust/		
New York	Genesee Land Trust	https://www.geneseelandtrust.org	200	Genesee Land Trust	"Genesee Land Trust preserves and protects natural lands and waterways that 
enhance the quality of life in the Greater Rochester region - providing 
wildlife habitat, locally grown food, and connections to nature. The Land 
Trust does so by acquiring property or development rights and by assisting 
government agencies, individuals, and private groups with their own land 
protection efforts. Working in Monroe and Wayne Counties, and portions of 
adjacent counties, we preserve land that incl"	|Explore Your Local Land Trust|Genesee Land Trust supports your community by preserving and protecting natural lands and waterways in the greater Rochester region.	Welcome|What We Do|Who We Are|What is a Land Trust|Why it Matters|Accessibility|Places to Visit|Programs|Partners|Genesee River Alliance	https://www.geneseelandtrust.org/donate	https://www.geneseelandtrust.org/volunteer-events		No	"{""instagram"": ""https://www.instagram.com/geneseelandtrust/"", ""facebook"": ""https://www.facebook.com/geneseelandtrust/"", ""youtube"": ""https://www.youtube.com/channel/UC4y5bcp786KZ_p5FrcREbMA""}"	Squarespace		https://www.facebook.com/geneseelandtrust/	https://www.instagram.com/geneseelandtrust/	https://www.youtube.com/channel/UC4y5bcp786KZ_p5FrcREbMA	
New York	Genesee Valley Conservancy	https://www.geneseevalleyconservancy.org	200	Genesee Valley Conservancy | Support & Explore Nature	"Join Genesee Valley Conservancy in preserving habitats and open spaces. 
Learn about events, volunteering, and diverse conservation methods today."	Join us in protecting the places you love!	Support Conservation|[H] Donate|Donate Now|Special Funds|Monthly Giving|Volunteer|Conservancy Mugs|[H] Other Ways To Give|Memorial Giving|Stock or Security Gifts	https://www.geneseevalleyconservancy.org/	https://www.geneseevalleyconservancy.org/volunteer	https://www.geneseevalleyconservancy.org/genesee-valley-landowner-workshops	No	"{""facebook"": ""https://www.facebook.com/GeneseeValleyConservancy"", ""instagram"": ""https://www.instagram.com/geneseevalleyconservancy/""}"	Squarespace		https://www.facebook.com/GeneseeValleyConservancy	https://www.instagram.com/geneseevalleyconservancy/		
New York	Hudson Highlands Land Trust	https://hhlt.org/	200	Hudson Highlands Land Trust		Hudson Highlands Land Trust|Fall Cocktail Party	|About HHLT|Mission & History|Staff & Board|Jobs and Internships|Accountability|Get Outside|Granite Mountain Preserve|Humble Bee Hollow|Canopus Creek Preserve	https://secure.lglforms.com/form_engine/s/ElOmWPq9LQSJXBK0MeJ71g	https://hhlt.org/get-involved/volunteer-with-hhlt/		No	"{""facebook"": ""https://www.facebook.com/hhlt.org"", ""instagram"": ""https://www.instagram.com/hhltny/"", ""twitter"": ""https://twitter.com/hhlt_org"", ""youtube"": ""https://www.youtube.com/@hudsonhighlandslandtrust5133"", ""linkedin"": ""https://www.linkedin.com/company/hudson-highlands-land-trust/""}"	WordPress		https://www.facebook.com/hhlt.org	https://www.instagram.com/hhltny/	https://www.youtube.com/@hudsonhighlandslandtrust5133	https://www.linkedin.com/company/hudson-highlands-land-trust/
New York	Lake George Land Conservancy	https://lglc.org	200	Lake George Land Conservancy | Protecting New York's Adirondack Park	The Lake George Land Conservancy is an accredited not-for-profit land trust. Protecting the land that protects the lake since 1988.	PROTECTOurLAND.	About|News|Leadership|Financials & Disclosures|Director Login|CAREERS|Contact|CONSERVATION|PROTECT OUR LAND|CURRENT PROJECTS	https://lglc.org/ways-to-give/	https://lglc.org/volunteer/	https://lglc.org/options-for-private-landowners/	No	"{""instagram"": ""https://www.instagram.com/hikelakegeorge/"", ""facebook"": ""https://www.facebook.com/HikeLakeGeorge"", ""youtube"": ""https://www.youtube.com/user/LGLandConservancy""}"	Shopify|WordPress	Google Analytics/Tag Manager	https://www.facebook.com/HikeLakeGeorge	https://www.instagram.com/hikelakegeorge/	https://www.youtube.com/user/LGLandConservancy	
New York	Mohonk Preserve	https://www.mohonkpreserve.org	403	Mohonk Preserve - Home of the Gunks - Mohonk Preserve	Explore the natural world at Mohonk Preserve. Discover the Shawangunk Ridge with activities like climbing, hiking, biking and running.		Visit|Trailheads|Visitor Center|Plan Your Visit|Visitor Guidelines|Leave No Trace|Activities|Trail Maps and Guides|Accessibility|Library Lending Program	https://charity.pledgeit.org/brook-farm	https://www.mohonkpreserve.org/volunteer/	https://www.mohonkpreserve.org/what-we-do/conservation-programs/landprotection/	Yes	"{""facebook"": ""https://www.facebook.com/mohonk.preserve/"", ""instagram"": ""https://www.instagram.com/mohonkpreserve"", ""youtube"": ""http://youtube.com/mohonkpreserve""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/mohonk.preserve/	https://www.instagram.com/mohonkpreserve	http://youtube.com/mohonkpreserve	
New York	North Shore Land Alliance	https://northshorelandalliance.org	200	North Shore Land Alliance	North Shore Land Alliance, a nationally Land Trust, protected more than 1,500 acres of Land on Long Island. Explore our conservation efforts!	|OUR PURPOSE:TO PROTECT OURCRITICAL LANDS|WE PROTECT LAND THAT PROTECTS OURDRINKING WATER	Home|About Us|Our Purpose|Our History|Accreditation|Our Accomplishments|Our Team|Board of Trustees|Advisory Board|Staff	https://northshorelandalliance.org/donate/	https://northshorelandalliance.org/programs/volunteers-program/	https://northshorelandalliance.org/donate/more-ways-to-give/	No	"{""facebook"": ""https://www.facebook.com/NorthShoreLandAlliance/"", ""instagram"": ""https://www.instagram.com/northshorelandalliance/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/NorthShoreLandAlliance/	https://www.instagram.com/northshorelandalliance/		
New York	Open Space Institute	https://www.openspaceinstitute.org	200	Open Space Institute: Land for People, for Wildlife. Forever.	Over the past 40 years, OSI has helped save millions of acres for clean water, climate protection, recreation, habitat, and healthy communities.	Land for people, for wildlife, forever.	Who We Are|About|News & Newsletters|Annual Reports|Contact|Leadership & Staff List|OSI for Everyone|What We Protect|Land for Recreation|Land for Habitat	http://donate.openspaceinstitute.org/site/Donation2?df_id=1600&mfc_pref=T&1600.donation=form1		https://mydigitalpublication.com/publication/?i=846420	No	"{""facebook"": ""https://facebook.com/openspaceinst"", ""instagram"": ""https://www.instagram.com/openspaceinstitute/"", ""linkedin"": ""https://www.linkedin.com/company/open-space-institute/""}"		Google Analytics/Tag Manager	https://facebook.com/openspaceinst	https://www.instagram.com/openspaceinstitute/		https://www.linkedin.com/company/open-space-institute/
New York	Orange County Land Trust	https://www.oclt.org	200	Orange County Land Trust – Land and Farm Conservation Orange County, NY		Welcome|News & Events	Menu|Home|Preserves|News & Events|News & Events|Newsletter Signup|News Archive|About|About OCLT|Financials	https://www.paypal.com/donate?hosted_button_id=PK9BDZMZNTG42&source=url _blank	https://www.oclt.org/volunteer-form/	https://www.oclt.org/land-protection/	No	"{""facebook"": ""https://www.facebook.com/OrangeCountyLandTrust/"", ""instagram"": ""https://www.instagram.com/orangecountylandtrust/"", ""twitter"": ""https://twitter.com/OCLandTrust"", ""youtube"": ""https://www.youtube.com/channel/UCJ8AOmvAisYUaZGiuTWwdNA/featured""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/OrangeCountyLandTrust/	https://www.instagram.com/orangecountylandtrust/	https://www.youtube.com/channel/UCJ8AOmvAisYUaZGiuTWwdNA/featured	
New York	Otsego Land Trust	https://otsegolandtrust.org	200	Otsego Land Trust	"Conserving our natural heritage of woodlands, farmlands, & waters that 
sustain rural communities, promote public health, support wildlife 
diversity & inspire the human spirit."		Visit a Preserve|Preserves Overview|Brookwood Gardens|Parslow Road|Lordsland Conservancy Preserve|Fetterley Forest|Deowongo Island|Compton Bridge|Weddings & Events at Brookwood|Protect Land	https://otsegolandtrust.org/ways-to-give	https://otsegolandtrust.org/volunteer-opportunites	https://otsegolandtrust.org/landowner-stories	Yes	"{""facebook"": ""https://www.facebook.com/OtsegoLandTrust"", ""instagram"": ""https://www.instagram.com/otsegolandtrust/""}"	Squarespace		https://www.facebook.com/OtsegoLandTrust	https://www.instagram.com/otsegolandtrust/		
New York	Peconic Land Trust	https://www.peconiclandtrust.org/	200	Peconic Land Trust	Conserving Long Island's working farms and natural lands	Conserving Long Island​​​​‌﻿‍﻿​‍​‍‌‍﻿﻿‌﻿​‍‌‍‍‌‌‍‌﻿‌‍‍‌‌‍﻿‍​‍​‍​﻿‍‍​‍​‍‌﻿​﻿‌‍​‌‌‍﻿‍‌‍‍‌‌﻿‌​‌﻿‍‌​‍﻿‍‌‍‍‌‌‍﻿﻿​‍​‍​‍﻿​​‍​‍‌‍‍​‌﻿​‍‌‍‌‌‌‍‌‍​‍​‍​﻿‍‍​‍​‍‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​﻿‍‍​‍﻿﻿​‍﻿﻿‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​​‌‍‌‌‌‍​﻿‌‍﻿﻿‌‍﻿‍‌‍‍‌‌‍​﻿‌‍﻿​‌‍​‌‌‍﻿‍‌‍‌​‌﻿‌​‌﻿​‍‌﻿‌‌‌﻿​﻿‌﻿‌​​‍﻿‍‌‍﻿﻿‌﻿​‍‌‍‌﻿​‍﻿﻿‌‍‍‌‌‍﻿‍‌﻿‌​‌‍‌‌‌‍﻿‍‌﻿‌​​‍﻿﻿‌‍‌‌‌‍‌​‌‍‍‌‌﻿‌​​‍﻿﻿‌‍﻿‌‌‍﻿﻿‌‍‌​‌‍‌‌​﻿﻿‌‌﻿​​‌﻿​‍‌‍‌‌‌﻿​﻿‌‍‌‌‌‍﻿‍‌﻿‌​‌‍​‌‌﻿‌​‌‍‍‌‌‍﻿﻿‌‍﻿‍​﻿‍﻿‌‍‍‌‌‍‌​​﻿﻿‌‌‍‍​‌‍﻿﻿‌‍﻿‌‌‍‌‌‌﻿​​‌‍​‌‌‍‌﻿‌‍‌‌​﻿‍﻿‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍‍​‌‍﻿﻿‌‍﻿‌‌‍‌‌‌﻿​​‌‍​‌‌‍‌﻿‌‍‌‌​﻿‍﻿‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌‍‍​‌‍‌‌‌﻿​‍‌‍﻿﻿​‍﻿‍‌‍‍​‌‍‌‌‌‍​‌‌‍‌​‌‍‍‌‌‍﻿‍‌‍‌﻿​﻿﻿﻿‌‍​‍‌‍​‌‌﻿​﻿‌‍‌‌‌‌‌‌‌﻿​‍‌‍﻿​​﻿﻿‌‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​‍‌‌​﻿​﻿‌​​‌​‍‌‌​﻿​‍‌​‌‍​‍‌‌​﻿​‍‌​‌‍‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​​‌‍‌‌‌‍​﻿‌‍﻿﻿‌‍﻿‍‌‍‍‌‌‍​﻿‌‍﻿​‌‍​‌‌‍﻿‍‌‍‌​‌﻿‌​‌﻿​‍‌﻿‌‌‌﻿​﻿‌﻿‌​​‍﻿‍‌‍﻿﻿‌﻿​‍‌‍‌﻿​‍‌‍‌‍‍‌‌‍‌​​﻿﻿‌‌‍‍​‌‍﻿﻿‌‍﻿‌‌‍‌‌‌﻿​​‌‍​‌‌‍‌﻿‌‍‌‌​‍‌‍‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍‍​‌‍﻿﻿‌‍﻿‌‌‍‌‌‌﻿​​‌‍​‌‌‍‌﻿‌‍‌‌​‍‌‍‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌‍‍​‌‍‌‌‌﻿​‍‌‍﻿﻿​‍﻿‍‌‍‍​‌‍‌‌‌‍​‌‌‍‌​‌‍‍‌‌‍﻿‍‌‍‌﻿​‍‌‍‌﻿​​‌‍‌‌‌﻿​‍‌﻿​﻿‌﻿​​‌‍‌‌‌‍​﻿‌﻿‌​‌‍‍‌‌﻿‌‍‌‍‌‌​﻿﻿‌‌﻿​​‌﻿‌‌‌‍​‍‌‍﻿​‌‍‍‌‌﻿​﻿‌‍‍​‌‍‌‌‌‍‌​​‍​‍‌﻿﻿‌		https://www.peconiclandtrust.org/ways-to-give	https://www.peconiclandtrust.org/get-involved/volunteering		No	"{""facebook"": ""https://facebook.com/PeconicLandTrust"", ""instagram"": ""https://instagram.com/peconiclandtrust"", ""youtube"": ""https://youtube.com/peconiclandtrust""}"		Google Analytics/Tag Manager	https://facebook.com/PeconicLandTrust	https://instagram.com/peconiclandtrust	https://youtube.com/peconiclandtrust	
New York	Putnam County Land Trust	https://putnamlandtrust.org	FetchError:ERROR: Cannot connect to host putnamlandtrust.org:443 ssl:default [nodename nor servname provided, or not known]															
New York	Rensselaer Land Trust	https://www.renstrust.org	200	Rensselaer Land Trust - Rensselaer Land Trust				https://www.renstrust.org/donate-to-rlt		https://www.renstrust.org/protect/landowner-information	No	{}		Google Analytics/Tag Manager				
New York	Rensselaer Plateau Alliance	https://hudsontaconic.org/	200	Hudson Taconic Lands	At Hudson Taconic Lands (HTL), we work with the community to conserve the lands and waters of Rensselaer County, nurturing connections with nature for the people who live, work, and play here.		Who we are|Our story|Our team|Board of Directors|Board of Advisors|Careers|Newsletters and annual reports|Videos|News|What we do	https://hudsontaconic.org/get-involved/ways-to-give/	https://hudsontaconic.org/get-involved/volunteer/	https://hudsontaconic.org/what-we-do/conserve-your-land/	No	"{""youtube"": ""https://www.youtube.com/@HudsonTaconicLands"", ""instagram"": ""https://www.instagram.com/hudsontaconiclands/"", ""facebook"": ""https://www.facebook.com/HudsonTaconicLands/""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/HudsonTaconicLands/	https://www.instagram.com/hudsontaconiclands/	https://www.youtube.com/@HudsonTaconicLands	
New York	Saratoga PLAN	https://saratogaplan.org/	200	Home | Saratoga Plan			Farmland|Why Conserve Farmland|Conservation Options|Services and Resources|Woods & Waters|Why Conserve Woods and Waters|Palmertown Range|Conservation Options|Services and Resources|Explore	https://saratogaplan.org/donate-2/	https://saratogaplan.org/volunteer/	https://saratogaplan.org/farmland-conservation-2/conservation-options/	No	"{""facebook"": ""https://www.facebook.com/Saratogaplan/?ref=br_rs"", ""instagram"": ""https://www.instagram.com/saratogaplan/"", ""youtube"": ""https://www.youtube.com/user/SaratogaPLAN12866""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/Saratogaplan/?ref=br_rs	https://www.instagram.com/saratogaplan/	https://www.youtube.com/user/SaratogaPLAN12866	
New York	Scenic Hudson	https://www.scenichudson.org	200	Home - Scenic Hudson	Transforming the Hudson Valley. Since 1963, we've been preserving, protecting and revitalizing land and communities in the Hudson River Valley of New York.	Connect with the Hudson Valley	About Us|Our Legacy|Our Commitment to the Hudson Valley|Staff|Board of Directors|Annual Report|Financials|Jobs|Contact Us|Explore the Valley	https://www.scenichudson.org/get-involved/support-us/	https://www.scenichudson.org/get-involved/volunteer/		Yes	"{""facebook"": ""https://www.facebook.com/ScenicHudson"", ""twitter"": ""https://www.twitter.com/scenichudson"", ""instagram"": ""https://www.instagram.com/scenichudson"", ""linkedin"": ""https://www.linkedin.com/company/scenic-hudson-inc/"", ""youtube"": ""https://www.youtube.com/user/scenichudson""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/ScenicHudson	https://www.instagram.com/scenichudson	https://www.youtube.com/user/scenichudson	https://www.linkedin.com/company/scenic-hudson-inc/
New York	Thousand Islands Land Trust	https://www.tilandtrust.org/	200	Thousand Islands Land Trust | Conserving Our Land	Located in Clayton, New York, TILT works to conserve the land of nearly 1,800 islands. We provide public access to trails and preserves, as well as environmental education with various programs.	Conserving the Place We Love.	Explore|Preserves & Trails|Programs|Events|Conserve|Stewardship & Land Management|Conservation In Numbers|Conserve Your Land|TILT|What We Do	https://www.tilandtrust.org/ways-to-give/	https://www.tilandtrust.org/volunteer/	https://www.tilandtrust.org/conserve/	No	"{""instagram"": ""https://www.instagram.com/tilandtrust/"", ""facebook"": ""https://www.facebook.com/ThousandIslandsLandTrust/"", ""x"": ""https://x.com/tilandtrust"", ""youtube"": ""https://www.youtube.com/user/ThousandIslandsLand"", ""linkedin"": ""https://www.linkedin.com/company/thousand-islands-land-trust""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/ThousandIslandsLandTrust/	https://www.instagram.com/tilandtrust/	https://www.youtube.com/user/ThousandIslandsLand	https://www.linkedin.com/company/thousand-islands-land-trust
New York	Tug Hill Tomorrow Land Trust	https://tughilltomorrowlandtrust.org	200	Home Page | Tug Hill Tomorrow Land Trust	Tug Hill Tomorrow Land Trust Conserving Land Connecting People Celebrating Nature Support Our Work Whetstone Gulf by Cooper Uliano Events & Programs All Events STAY CURRENT Subscribe to eNews Signup ... Read more	Home Page|Tug Hill Tomorrow Land Trust|Events & Programs		https://tughilltomorrowlandtrust.org/ways-to-give/monthly/	https://tughilltomorrowlandtrust.org/ways-to-give/volunteer-opportunities/	https://tughilltomorrowlandtrust.org/land-protection/	No	"{""facebook"": ""http://www.facebook.com/pages/Tug-Hill-Tomorrow-Land-Trust/300904995612/"", ""instagram"": ""https://www.instagram.com/tughillnature/"", ""twitter"": ""https://twitter.com/tughillnature"", ""youtube"": ""https://www.youtube.com/channel/UCPPlwJHXBUyBF53KToGLbgA""}"	WordPress	Google Analytics/Tag Manager	http://www.facebook.com/pages/Tug-Hill-Tomorrow-Land-Trust/300904995612/	https://www.instagram.com/tughillnature/	https://www.youtube.com/channel/UCPPlwJHXBUyBF53KToGLbgA	
New York	Wallkill Valley Land Trust	https://wallkillvalleylt.org	200	Wallkill Valley Land Trust Home Page - Wallkill Valley Land Trust	Balancing the need to protect our open spaces, trails, and farms with the development of a strong, thriving community. Whether you are looking down on the valley from the Shawangunk Ridge or up at the mountains, the trails, farms, and open spaces you see are protected by the work we do every day.		Get Outside|WV RAIL TRAIL|JOPPENBERGH MTN|Nyquist-Harcourt Wildlife Santuary|NATURE PRESERVES|MAPS|Accessibility|Protect Land|Map of Protected Lands|PROTECT MY LAND	https://wallkillvalleylt.org/donate/	https://wallkillvalleylt.org/volunteer/		Yes	"{""instagram"": ""https://www.instagram.com/wallkillvalleylandtrust/"", ""facebook"": ""https://www.facebook.com/Wallkill.Valley.Land.Trust""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/Wallkill.Valley.Land.Trust	https://www.instagram.com/wallkillvalleylandtrust/		
New York	Westchester Land Trust	https://westchesterlandtrust.org	200	Home - Westchester Land Trust		We protect and enhance natural spaces to sustain our communities|By growing connections to nature, we nourish our communities|Together, we make a difference		https://westchesterlandtrust.org/donate/	https://westchesterlandtrust.org/get-involved/volunteer/		Yes	"{""facebook"": ""https://www.facebook.com/WestchesterLandTrust/"", ""instagram"": ""https://www.instagram.com/westchesterlandtrust"", ""linkedin"": ""https://www.linkedin.com/company/westchester-land-trust""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/WestchesterLandTrust/	https://www.instagram.com/westchesterlandtrust		https://www.linkedin.com/company/westchester-land-trust
New York	Western New York Land Conservancy	https://www.wnylc.org/	200	Wnylc | Western New York Land Conservancy | United States	The Land Conservancy is an accredited regional, not-for-profit land trust that works with landowners, municipalities, and other organizations to help them conserve their most cherished natural areas and working farms.	Who We Are|Protecting land takes community	What's a land trust?|Mission & Vision|Staff & Board|Work With Us|In the News|Awards|Strategic Plan|Contact Us|Current Projects|Conserve Your Land	https://www.wnylc.org/donate	https://www.wnylc.org/volunteer	https://www.wnylc.org/conserve-your-land	Yes	"{""facebook"": ""https://www.facebook.com/WNYLandConservancy/"", ""instagram"": ""https://www.instagram.com/wnylandconservancy/"", ""youtube"": ""https://www.youtube.com/channel/UCpiBdN5NFCV98Rv1Gz2JFGg/featured"", ""linkedin"": ""https://www.linkedin.com/company/western-new-york-land-conservancy/""}"		Google Analytics/Tag Manager	https://www.facebook.com/WNYLandConservancy/	https://www.instagram.com/wnylandconservancy/	https://www.youtube.com/channel/UCpiBdN5NFCV98Rv1Gz2JFGg/featured	https://www.linkedin.com/company/western-new-york-land-conservancy/
New York	Winnakee Land Trust	https://winnakeeland.org	200	Protects Farmland & Natural Habitats -			Home|Agriculture|Environment|Society|Privacy Policy|Contact|Close Button				No	{}	WordPress					
